district_id,district_name
301,Alappuzha
307,Ernakulam
306,Idukki
297,Kannur
295,Kasaragod
298,Kollam
304,Kottayam
305,Kozhikode
302,Malappuram
308,Palakkad
300,Pathanamthitta
296,Thiruvananthapuram
303,Thrissur
299,Wayanad
