district_id,district_name
224,Anantnag
223,Bandipore
225,Baramulla
229,Budgam
232,Doda
228,Ganderbal
230,Jammu
234,Kathua
231,Kishtwar
221,Kulgam
226,Kupwara
238,Poonch
227,Pulwama
237,Rajouri
235,Ramban
239,Reasi
236,Samba
222,Shopian
220,Srinagar
233,Udhampur
