district_id,district_name
110,Balod
111,Baloda bazar
112,Balrampur
113,Bastar
114,Bemetara
115,Bijapur
116,Bilaspur
117,Dantewada
118,Dhamtari
119,Durg
120,Gariaband
136,Gaurela Pendra Marwahi 
121,Janjgir-Champa
122,Jashpur
123,Kanker
135,Kawardha
124,Kondagaon
125,Korba
126,Koriya
127,Mahasamund
128,Mungeli
129,Narayanpur
130,Raigarh
109,Raipur
131,Rajnandgaon
132,Sukma
133,Surajpur
134,Surguja
